title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,latitude,longitude
Echo Recording Studio,5.0,15,175 W Main St Ste 5,Millbury,Massachusetts,US,https://www.echostudiosmass.com/,,Recording studio,https://www.google.com/maps/search/?api=1&query=Echo%20Recording%20Studio&query_place_id=ChIJWzfDsjQF5IkRgn77knPlltI,,
Music Wizardry Studio by the Eccentric Musician Co.,,0,"1 Norwood Ct suite 6, Studio C",North Oxford,Massachusetts,US,https://emcrecordinglabel.com/,(774) 287-5773,Recording studio,https://www.google.com/maps/search/?api=1&query=Music%20Wizardry%20Studio%20by%20the%20Eccentric%20Musician%20Co.&query_place_id=ChIJOfH_OWEP5IkRUN019WwVkqM,,
New England Productions,5.0,2,190 Rocklawn Ave,Attleboro,Massachusetts,US,,(508) 455-5637,Recording studio,https://www.google.com/maps/search/?api=1&query=New%20England%20Productions&query_place_id=ChIJc-st339d5IkR0g3UNm-gyKU,,
Cre8 Recording Studios,,0,175 W Main St bldg 5 suite 2,Millbury,Massachusetts,US,https://www.cre8studios.com/,(774) 312-5344,Recording studio,https://www.google.com/maps/search/?api=1&query=Cre8%20Recording%20Studios&query_place_id=ChIJmwzKWuIF5IkRpHxtazmcal0,,
GoodTimes Studios,,0,70 James St,Worcester,Massachusetts,US,,(508) 981-3797,Recording studio,https://www.google.com/maps/search/?api=1&query=GoodTimes%20Studios&query_place_id=ChIJ-e94voYF5IkRicHAqpE3ur8,,
Labrador Sound Studios,,0,Hawkins St,Plainville,Massachusetts,US,http://labradorsoundstudios.com/,(508) 954-6199,Recording studio,https://www.google.com/maps/search/?api=1&query=Labrador%20Sound%20Studios&query_place_id=ChIJGRCkegBn5IkRpWo2yjfFpiI,,
StarFleet Audio LLC,5.0,4,166 Church St,Whitinsville,Massachusetts,US,http://starfleetaudio.com/,(508) 556-4803,Recording studio,https://www.google.com/maps/search/?api=1&query=StarFleet%20Audio%20LLC&query_place_id=ChIJm7SCrS0S5IkRhwkVLLkVa-E,,
Love Song Productions,,0,11 Wayne Rd,Milford,Massachusetts,US,,(508) 478-5002,Recording studio,https://www.google.com/maps/search/?api=1&query=Love%20Song%20Productions&query_place_id=ChIJS5VhSOFy5IkRRQspG3dl20E,,
Encore Music Academy and Recording Studios,5.0,6,3 Bent St,Franklin,Massachusetts,US,http://www.encoremusicacademy.net/,(508) 533-7700,Recording studio,https://www.google.com/maps/search/?api=1&query=Encore%20Music%20Academy%20and%20Recording%20Studios&query_place_id=ChIJp_rS3m5w5IkRsspW91yptkE,,
"Chris Mentillo, Writer & Producer",5.0,1,,,,,,(508) 212-7945,Book publisher,https://www.google.com/maps/search/?api=1&query=Chris%20Mentillo%2C%20Writer%20%26%20Producer&query_place_id=ChIJSR9XqzBj5IkRxyP7DIcDjyQ,,
Fallout Shelter,4.8,60,61 Endicott St,Norwood,Massachusetts,US,https://www.extendedplaysessions.com/,,Live music bar,https://www.google.com/maps/search/?api=1&query=Fallout%20Shelter&query_place_id=ChIJMyNFj0d-5IkRX8pcY7ojF-o,,
Mas Productions Premium Sound Services,,0,177 Church Ave,Northbridge,Massachusetts,US,,(508) 234-7706,Live music venue,https://www.google.com/maps/search/?api=1&query=Mas%20Productions%20Premium%20Sound%20Services&query_place_id=ChIJ62T4aPMN5IkRCZ6v7QS5_eE,,
1ntrigue Studios (By appointment only),,0,32 Brook St,Webster,Massachusetts,US,,(323) 300-4474,Photography studio,https://www.google.com/maps/search/?api=1&query=1ntrigue%20Studios%20(By%20appointment%20only)&query_place_id=ChIJ7yxJEXgf5IkRGL77-1AoY_w,,
Graybeard Recording Studios,5.0,14,35 Tripp St,Framingham,Massachusetts,US,https://www.graybeardrecordingstudios.com/,(508) 745-0552,Recording studio,https://www.google.com/maps/search/?api=1&query=Graybeard%20Recording%20Studios&query_place_id=ChIJo5JmNa6J44kRBEfwxaOz4bA,,
NoCulture Studios,4.9,40,763 Waverly St,Framingham,Massachusetts,US,http://noculture.app/,(508) 300-9865,Recording studio,https://www.google.com/maps/search/?api=1&query=NoCulture%20Studios&query_place_id=ChIJewF4tjKI44kRT2E0D6MPpbQ,,
Azaffe Productions,5.0,7,3 Hadley Ln,Westborough,Massachusetts,US,https://www.azaffeproductions.com/,(978) 746-1493,Recording studio,https://www.google.com/maps/search/?api=1&query=Azaffe%20Productions&query_place_id=ChIJs16O3v4L5IkR2WkQVMirYzg,,
Bostonia Records,,0,"Main Building, 25 Marlboro Rd",Southborough,Massachusetts,US,http://bostoniarecords.com/,(617) 529-4499,Recording studio,https://www.google.com/maps/search/?api=1&query=Bostonia%20Records&query_place_id=ChIJ6V3LMzaL44kRyHKvsmj1Yt8,,
Shrewsbury Recording Studio,3.0,1,7 Old Brook Rd,Shrewsbury,Massachusetts,US,,(508) 439-2574,Recording studio,https://www.google.com/maps/search/?api=1&query=Shrewsbury%20Recording%20Studio&query_place_id=ChIJvZ4AEaAJ5IkRlN_aJlnhF4Y,,
R&R Recordz,5.0,4,574 Boston Rd,Billerica,Massachusetts,US,http://rnrrecordz.com/,,Recording studio,https://www.google.com/maps/search/?api=1&query=R%26R%20Recordz&query_place_id=ChIJhwlyoO6h44kRsuDeTrirJqk,,
BKY Music,5.0,2,368 Hillside Ave,Needham,Massachusetts,US,http://bkymusic.com/,(781) 444-2326,Recording studio,https://www.google.com/maps/search/?api=1&query=BKY%20Music&query_place_id=ChIJmeqZLZyB44kRatBv5Y0hkfM,,
Breezy Studios,5.0,8,8C Commerce Dr,Orleans,Massachusetts,US,https://www.breezystudios.com/,(508) 348-9655,Recording studio,https://www.google.com/maps/search/?api=1&query=Breezy%20Studios&query_place_id=ChIJHRTe-Qlr-4kR6OXxpgBb2sQ,,
Breezy Beats,5.0,3,239 Upper County Rd,South Dennis,Massachusetts,US,,(917) 685-3439,Recording studio,https://www.google.com/maps/search/?api=1&query=Breezy%20Beats&query_place_id=ChIJP7JmyjQ5-4kRw-9jIsHAJxQ,,
Cape Caudio,5.0,1,307 Old Main St,South Yarmouth,Massachusetts,US,https://www.capecaudio.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2591546090950892957,(508) 470-3301,Recording studio,https://www.google.com/maps/search/?api=1&query=Cape%20Caudio&query_place_id=ChIJHX-iLME7-4kRwKn_2G6Gxg8,,
123 Audio Ads,,0,481 River Rd,Marstons Mills,Massachusetts,US,http://www.123audioads.com/,(508) 289-1164,Recording studio,https://www.google.com/maps/search/?api=1&query=123%20Audio%20Ads&query_place_id=ChIJj6sAO9Ey-4kRSQJZmafDfs0,,
The Brick Hithouse,5.0,2,42 Warehouse Rd,Hyannis,Massachusetts,US,,,Recording studio,https://www.google.com/maps/search/?api=1&query=The%20Brick%20Hithouse&query_place_id=ChIJQ94zZhgx-4kROtHx6JaphBQ,,
Dunn music studios LLC,,0,700 Setucket Rd,Brewster,Massachusetts,US,https://soundcloud.com/undergroundhiphopkings,(774) 368-3902,Recording studio,https://www.google.com/maps/search/?api=1&query=Dunn%20music%20studios%20LLC&query_place_id=ChIJEQjxYVE_-4kReW9MsQbhNx8,,
E Coast Music Productions,,0,1801 Blosslam Ct,West Hyannisport,Massachusetts,US,,(508) 771-8826,Recording studio,https://www.google.com/maps/search/?api=1&query=E%20Coast%20Music%20Productions&query_place_id=ChIJAQAA3JAx-4kR87FYIu-ceDw,,
WaterTiger Music,5.0,1,4380 Falmouth Rd,Cotuit,Massachusetts,US,,(774) 251-0240,Recording studio,https://www.google.com/maps/search/?api=1&query=WaterTiger%20Music&query_place_id=ChIJc-jwQFDN5IkRDPuqP-psnbk,,
Ambassador Productions,,0,29 Cleveland Way,West Yarmouth,Massachusetts,US,http://www.provincetowncabaretfest.com/,(508) 776-1340,Music producer,https://www.google.com/maps/search/?api=1&query=Ambassador%20Productions&query_place_id=ChIJVWTwPUAx-4kRsjmDPLVDvMg,,
Plaid Dog Recording,4.7,63,55 Pond St #1A,Waltham,Massachusetts,US,http://www.plaiddogrecording.com/,(617) 870-4948,Recording studio,https://www.google.com/maps/search/?api=1&query=Plaid%20Dog%20Recording&query_place_id=ChIJud4NBc5544kRl0cf9Glx4g4,,
Barre Music Studio,,0,300 N Brookfield Rd,Barre,Massachusetts,US,https://barremusicstudio.mymusicstaff.com/,,Music school,https://www.google.com/maps/search/?api=1&query=Barre%20Music%20Studio&query_place_id=ChIJD-yc1FCt5okR9kTNSjHeXXs,,
Northeastern Digital Recording,,0,2 Hidden Meadow Ln,Southborough,Massachusetts,US,,(508) 481-9322,Video production service,https://www.google.com/maps/search/?api=1&query=Northeastern%20Digital%20Recording&query_place_id=ChIJiyO5jYKK44kRib82ljvhrRY,,
New Alliance East Mastering,5.0,4,438R Somerville Ave,Somerville,Massachusetts,US,http://www.newallianceeast.com/,(617) 650-3148,Recording studio,https://www.google.com/maps/search/?api=1&query=New%20Alliance%20East%20Mastering&query_place_id=ChIJpZWADVZ344kR50G2Gj1HmMo,,
JordanrofficialServices,,0,97 Water St FLOOR 3,Worcester,Massachusetts,US,,(508) 414-7488,Musician,https://www.google.com/maps/search/?api=1&query=JordanrofficialServices&query_place_id=ChIJQ5OrposF5IkR_hOA6XtCo_w,,
Audible Chemistry Studios,,0,N Main St,Petersham,Massachusetts,US,http://www.audiblechemistrystudios.com/contact-us.html,(802) 683-9933,Recording studio,https://www.google.com/maps/search/?api=1&query=Audible%20Chemistry%20Studios&query_place_id=ChIJP4ghIKxP4YkRoi2ytNqJPRI,,
Blind Moose Studios,5.0,2,2 Conz St,Northampton,Massachusetts,US,http://blindmoosestudios.com/,,Recording studio,https://www.google.com/maps/search/?api=1&query=Blind%20Moose%20Studios&query_place_id=ChIJoUci7hzX5okRNMt_9t3UXe0,,
Soundshine Productions,,0,47 Bay State Rd,Worcester,Massachusetts,US,,(508) 269-1728,Recording studio,https://www.google.com/maps/search/?api=1&query=Soundshine%20Productions&query_place_id=ChIJvyM0p8UH5IkRjdNOKNOPrZ0,,
Dead Moon Audio,5.0,1,191 Highland Ave b1,Somerville,Massachusetts,US,http://deadmoonaudio.com/,(617) 684-5557,Recording studio,https://www.google.com/maps/search/?api=1&query=Dead%20Moon%20Audio&query_place_id=ChIJf6QwW-9344kR6MsqeBhjsYk,,
Mad Oak Studios,5.0,11,390 Cambridge St,Allston,Massachusetts,US,http://madoakstudios.com/,(857) 205-4279,Recording studio,https://www.google.com/maps/search/?api=1&query=Mad%20Oak%20Studios&query_place_id=ChIJFyLrzc9544kRqflu-qMQsyM,,
M-Works Mastering Studio Inc,,0,1 Fitchburg St,Somerville,Massachusetts,US,,(617) 577-0089,Recording studio,https://www.google.com/maps/search/?api=1&query=M-Works%20Mastering%20Studio%20Inc&query_place_id=ChIJ4bpNYbRw44kR9tf5Wa2O4Qk,,
Do Over Don't,5.0,20,76 Astor Ave,Norwood,Massachusetts,US,https://www.dooverdont.com/,(617) 797-3047,Recording studio,https://www.google.com/maps/search/?api=1&query=Do%20Over%20Don't&query_place_id=ChIJ5WJ6sb2B5IkRhrxQ8M-pK2A,,
LMI Studios - LaFlamme Music Instruction,5.0,6,167 Benton Dr,East Longmeadow,Massachusetts,US,https://lmistudio.com/,(413) 224-1753,Recording studio,https://www.google.com/maps/search/?api=1&query=LMI%20Studios%20-%20LaFlamme%20Music%20Instruction&query_place_id=ChIJI-paI-7l5okRTkFzcZndJW0,,
Zing Recording Studio,4.2,6,104 Mainline Dr # A,Westfield,Massachusetts,US,,(413) 562-8823,Recording studio,https://www.google.com/maps/search/?api=1&query=Zing%20Recording%20Studio&query_place_id=ChIJ946vFz4e54kRPliG0ufqZCc,,
TRAQ House Recording Studio,,0,312 Montgomery St,Chicopee,Massachusetts,US,http://www.traqhouse.net/,(413) 459-2446,Recording studio,https://www.google.com/maps/search/?api=1&query=TRAQ%20House%20Recording%20Studio&query_place_id=ChIJM9oFPw_d5okRtt9SBm-iKSc,,
Martyn Productions Recording Studio,5.0,2,,,,,http://www.martynproductions.com/,(413) 388-1621,Music producer,https://www.google.com/maps/search/?api=1&query=Martyn%20Productions%20Recording%20Studio&query_place_id=ChIJa00xJ7H7tmQRH6bVouRSbvI,,
Quiethouse Recording,5.0,12,18 Pheasant St,Topsfield,Massachusetts,US,http://www.quiethouserecording.com/,(978) 254-1050,Recording studio,https://www.google.com/maps/search/?api=1&query=Quiethouse%20Recording&query_place_id=ChIJx0NE7ey4xokRNXODhqUDsOc,,
Rockpile Recording,5.0,3,4 Doctors Run,Rockport,Massachusetts,US,http://www.rockpilerecording.com/,(978) 337-6676,Recording studio,https://www.google.com/maps/search/?api=1&query=Rockpile%20Recording&query_place_id=ChIJ5w4M7QMm44kRsGZX1bBV1p8,,
Small Pond Studios,3.0,2,25 Spofford St,Georgetown,Massachusetts,US,https://www.smallpondstudios.io/,(800) 934-3951,Recording studio,https://www.google.com/maps/search/?api=1&query=Small%20Pond%20Studios&query_place_id=ChIJA6zhfsgF44kRvZMprmQ4fos,,
Labyrinth Soundworks,5.0,4,25 Magnavista Dr,Haverhill,Massachusetts,US,http://labyrinthsoundworks.com/,(978) 384-6312,Recording studio,https://www.google.com/maps/search/?api=1&query=Labyrinth%20Soundworks&query_place_id=ChIJFQIKR6QD44kR0lsjBq1b5v8,,
